iter	Logloss
456	0.5009743827
457	0.5007394845
458	0.5005947004
459	0.5004170881
460	0.5001714652
461	0.4999342564
462	0.4997306606
463	0.4994335066
464	0.4992090716
465	0.4990378244
466	0.4987648228
467	0.4984715925
468	0.4983081055
469	0.4981321498
470	0.4979224505
471	0.4977032471
472	0.497492981
473	0.4972876413
474	0.4971125575
475	0.4969318935
476	0.496698216
477	0.4965131051
478	0.4962249756
479	0.4960455758
480	0.4958351353
481	0.4955705479
482	0.4953291539
483	0.4950500052
484	0.4948335484
485	0.4946626936
486	0.494392177
487	0.4941515677
488	0.4939334106
489	0.4937081037
490	0.4935215541
491	0.4932577515
492	0.4929553223
493	0.4927433559
494	0.492663487
495	0.4924487741
496	0.4922679792
497	0.4921391078
498	0.4919171143
499	0.4916942051
500	0.4915102277
501	0.4913176618
502	0.4911014666
503	0.4909096854
504	0.4906197684
505	0.4903099714
506	0.4901285662
507	0.4899236625
508	0.4897722517
509	0.4896355329
510	0.4894231742
511	0.489206107
512	0.4889428711
513	0.4887621198
514	0.4885300119
515	0.4882596261
516	0.4880375889
517	0.4878706578
518	0.4876877267
519	0.4875443813
520	0.4873444911
521	0.4871435547
522	0.4869300188
523	0.4867583357
524	0.4865396118
525	0.4863014439
526	0.4861090088
527	0.4859189279
528	0.4857491629
529	0.4855361503
530	0.4852895682
531	0.4850223214
532	0.4848530361
533	0.484675293
534	0.4845152065
535	0.4844032506
536	0.4842213222
537	0.4840418788
538	0.4837571062
539	0.4835121809
540	0.4833010428
541	0.4830015346
542	0.4828140695
543	0.4825734602
544	0.4823589216
545	0.4821608625
546	0.4819643729
547	0.4817201887
548	0.4815853446
549	0.4814317104
550	0.4812040492
551	0.4809626988
552	0.4807636806
553	0.4804997907
554	0.480312936
555	0.4800927298
556	0.4799326433
557	0.4797521973
558	0.4795995658
559	0.4793791853
560	0.4791941616
561	0.4789527239
562	0.4787897164
563	0.4786570522
564	0.47847835
565	0.4782985578
566	0.4781339809
567	0.4779387556
568	0.4777704729
569	0.4775063651
570	0.4773763166
571	0.4772030204
572	0.4770340838
573	0.4767755999
574	0.4765585763
575	0.4764126151
576	0.4762936837
577	0.476104126
578	0.4759684535
579	0.4758108085
580	0.4755989293
581	0.4754453387
582	0.4752873884
583	0.4750789533
584	0.4748752703
585	0.4746558053
586	0.4745068359
587	0.4742896816
588	0.4741187831
589	0.473905814
590	0.4736533029
591	0.4735039411
592	0.4733317348
593	0.4731532506
594	0.4729207938
595	0.472760097
596	0.4727090018
597	0.4725705392
598	0.4724199568
599	0.472210083
600	0.4719726563
601	0.4718456595
602	0.471737017
603	0.471506958
604	0.4713391549
605	0.4711036028
606	0.470985587
607	0.4707618931
608	0.4706070818
609	0.4703996931
610	0.4702053833
611	0.4700931222
612	0.4699307687
613	0.4697306606
614	0.4695594134
615	0.4693825422
616	0.4692250715
617	0.4691048758
618	0.4689237322
619	0.4687952096
620	0.4685839844
621	0.4684960502
622	0.468316912
623	0.4681764439
624	0.4679815674
625	0.4677377319
626	0.467549918
627	0.4673248291
628	0.4671836635
629	0.4670558384
630	0.4668691581
631	0.4667253767
632	0.4664972796
633	0.4663425555
634	0.4661997768
635	0.4659832328
636	0.4658144706
637	0.4656125314
638	0.4654541452
639	0.4652642822
640	0.4651228115
641	0.4649882725
642	0.4648530361
643	0.4646520124
644	0.4645245797
645	0.4643559047
646	0.4641465541
647	0.4639637974
648	0.4638224574
649	0.463649074
650	0.4634936087
651	0.4633059256
652	0.4631752232
653	0.4629753331
654	0.4627758353
655	0.4624714007
656	0.4623621041
657	0.4621301705
658	0.4619464983
659	0.4617861938
660	0.4616454206
661	0.4615474592
662	0.4613722447
663	0.4611850412
664	0.4610548183
665	0.4608251953
666	0.4606641497
667	0.4604914202
668	0.4603652518
669	0.460201416
670	0.4600217983
671	0.4599041748
672	0.4597511509
673	0.4596204485
674	0.4594818987
675	0.4593629674
676	0.4592092896
677	0.4590453666
678	0.4588607352
679	0.4587352644
680	0.4586344256
681	0.4584809222
682	0.4583296422
683	0.4581821115
684	0.4580365426
685	0.4577844238
686	0.4576732962
687	0.4575297328
688	0.4573337228
689	0.4571376692
690	0.4570033482
691	0.4568251692
692	0.4566990444
693	0.4565632847
694	0.4563790458
695	0.4562218366
696	0.4560505022
697	0.4559043666
698	0.4557196045
699	0.4554873221
700	0.4553415353
701	0.4552127075
702	0.4550340925
703	0.454853472
704	0.4546194458
705	0.4544683838
706	0.4543125698
707	0.4541591535
708	0.4540413557
709	0.4539153181
710	0.4537293352
711	0.4535669817
712	0.4534796579
713	0.4533657837
714	0.4531694685
715	0.4530453927
716	0.4528640311
717	0.4527178519
718	0.4525554548
719	0.4524322946
720	0.452257734
721	0.4520570156
722	0.451842041
723	0.4516548811
724	0.4515309361
725	0.4513617815
726	0.4511910575
727	0.451043614
728	0.4508936855
729	0.4507250977
730	0.4505833217
731	0.4504639544
732	0.4502902658
733	0.4501264736
734	0.4499960763
735	0.4498856463
736	0.4497395543
737	0.4496288191
738	0.4494624983
739	0.4492793492
740	0.4491872297
741	0.4490374756
742	0.4489497158
743	0.4487608555
744	0.4486551339
745	0.4485597011
746	0.4483495222
747	0.448235866
748	0.4480960083
749	0.4479573277
750	0.4476963588
751	0.4475589861
752	0.4474111503
753	0.4472474888
754	0.4470566668
755	0.4469224766
756	0.4467432513
757	0.4466220529
758	0.4465053885
759	0.4463698033
760	0.4462324306
761	0.4460792759
762	0.4458765956
763	0.4457164219
764	0.4455797468
765	0.4454496547
766	0.4452848598
767	0.4451906041
768	0.4450556292
769	0.4449500384
770	0.4447748675
771	0.4446520124
772	0.4444909668
773	0.4443593924
774	0.4442103795
775	0.4440876552
776	0.4439608765
777	0.4438142613
778	0.4436806815
779	0.443528268
780	0.4433921596
781	0.4432803781
782	0.4431222534
783	0.4429316929
784	0.4427672032
785	0.4426373291
786	0.4424974714
787	0.4423381696
788	0.4421983119
789	0.4420680019
790	0.4419218227
791	0.4417347063
792	0.4416111101
793	0.441410784
794	0.4412969971
795	0.4411585781
796	0.4409995815
797	0.4408972168
798	0.4407814244
799	0.44062997
800	0.4404769897
801	0.4402873448
802	0.4401753017
803	0.4400799997
804	0.4399425398
805	0.4397657122
806	0.4396453421
807	0.4394952393
808	0.439402117
809	0.4392657471
810	0.4390778024
811	0.4389384242
812	0.4387984794
813	0.4386757115
814	0.4385435268
815	0.4383918544
816	0.4382364328
817	0.4380678013
818	0.4379494367
819	0.4377724348
820	0.4376341902
821	0.4375123378
822	0.43737854
823	0.4371705845
824	0.4370380947
825	0.4368995884
826	0.4367546735
827	0.4366067069
828	0.4364808001
829	0.4363910348
830	0.4362634277
831	0.4360457066
832	0.4359060233
833	0.4357839094
834	0.4356009783
835	0.435506679
836	0.4353059605
837	0.435181318
838	0.4350544085
839	0.4349290248
840	0.4347763497
841	0.4346088082
842	0.4344726998
843	0.4343192836
844	0.4341344343
845	0.4340236119
846	0.4339007132
847	0.4337701852
848	0.4336363002
849	0.433480399
850	0.4333940342
851	0.4333055769
852	0.4331889561
853	0.4330504935
854	0.4329370117
855	0.4327469744
856	0.4326005772
857	0.4324884469
858	0.4322914777
859	0.4321286011
860	0.431983817
861	0.4319115339
862	0.4317375837
863	0.4316164725
864	0.4315348598
865	0.4313683646
866	0.4312547956
867	0.4312288557
868	0.4311288016
869	0.4309441703
870	0.4307843454
871	0.4305766514
872	0.43046875
873	0.4303567069
874	0.4301910836
875	0.4300400216
876	0.429929548
877	0.4297946167
878	0.4296072824
879	0.4294723947
880	0.4293487113
881	0.4292354475
882	0.4290788051
883	0.4288992746
884	0.4287420654
885	0.4286436244
886	0.4285284424
887	0.4283672224
888	0.4281894357
889	0.4280785697
890	0.4279315186
891	0.4277083479
892	0.4276015799
893	0.4274979946
894	0.4273978969
895	0.4272734724
896	0.4271042306
897	0.4269415283
898	0.4268586513
899	0.4266972569
900	0.4265300642
901	0.426396092
902	0.4262688337
903	0.4261566598
904	0.4259952218
905	0.4258679199
906	0.4257770211
907	0.4255937849
908	0.4254489572
909	0.4253183855
910	0.4252046422
911	0.4251047625
912	0.4249892753
913	0.4248530361
914	0.4247363281
915	0.4245936802
916	0.4244859968
917	0.4243243844
918	0.4241951207
919	0.4240659877
920	0.4239453125
921	0.4238270787
922	0.4237026542
923	0.4235731724
924	0.4234106881
925	0.4232850429
926	0.4231461879
927	0.4230431257
928	0.4228793771
929	0.4227388218
930	0.4225588989
931	0.4224452427
932	0.4222820173
933	0.4221451678
934	0.4219740949
935	0.4218781825
936	0.4217401995
937	0.4216098022
938	0.4214949254
939	0.4213345773
940	0.4212200928
941	0.4210921369
942	0.4210119629
943	0.4208862305
944	0.4207728795
945	0.4206584385
946	0.4205278233
947	0.4204302979
948	0.4203063093
949	0.4201544625
950	0.4199894496
951	0.4199554879
952	0.4198574393
953	0.4196847098
954	0.4195766776
955	0.4194236537
956	0.419309082
957	0.4192218018
958	0.4191081456
959	0.4189467076
960	0.4188096837
961	0.4186841256
962	0.4185653251
963	0.418440203
964	0.4182999093
965	0.4181808908
966	0.4181015451
967	0.4179751151
968	0.4178290667
969	0.4177446202
970	0.4175964791
971	0.417548305
972	0.4174526978
973	0.4173018973
974	0.4171712821
975	0.4170459856
976	0.4169042969
977	0.4167464774
978	0.4166647775
979	0.4164988491
980	0.416418239
981	0.4163066755
982	0.4161622402
983	0.4160297503
984	0.4159018816
985	0.4157886614
986	0.415622733
987	0.4155216326
988	0.4153593227
989	0.4152137102
990	0.4150948661
991	0.4149275426
992	0.4148117065
993	0.4146860177
994	0.4145054408
995	0.4144096157
996	0.4142872838
997	0.4141614641
998	0.4140596226
999	0.4139318412
